Brand,Model,Year,Miles(k miles),Registration,Control,Fuel,Location,Price(£),EngineSize,Doors,Emission,ModelFull,logPrice
Nissan,Qashqai,2015,106,2015 (15 reg),Manual,Diesel,Rochdale ,5490,1.6,5,Euro 6 (s/s),dCi Tekna 2WD,8.610865667278873
Fiat,500,2016,80,2016 (16 reg),Manual,Petrol,Rotherham ,3950,1.2,3,Unknown,Pop Star,8.281723990411392
Fiat,500,2017,44,2017 (17 reg),Manual,Petrol,Castleford ,6290,1.2,3,Unknown,- Lounge - FSH -,8.74687531957003
MG,MG HS,2025,3,2025 (25 reg),Manual,Petrol,Huddersfield ,22498,1.5,5,Unknown,- T-GDI SE,10.021226142760383
MG,MG4,2023,6,2023 (23 reg),Auto,Electric,Sheffield ,16790,1.6,5,Unknown,- 64kWh Trophy Long Range Auto,9.72859830755947
Citroen,C3,2022,47,2022 (22 reg),Manual,Petrol,Oldham ,8999,1.2,5,Euro 6 (s/s),PureTech Sense Hatchback Petrol Manual (83 ps),9.104979856318357
Volkswagen,Golf,2014,22,2014 (14 reg),Manual,Petrol,Doncaster ,9995,1.4,5,Euro 6 (s/s),TSI BlueMotion Tech ACT GT,9.209940291954844
Jaguar,I-Pace,2024,7,2024 (73 reg),Auto,Electric,Oldham ,29999,1.6,5,Unknown,400 90kWh R-Dynamic SE Black SUV Electric Auto 4WD (400 ps),10.308952660644293
Audi,RS6 Avant,2020,31,2020 (70 reg),Auto,Petrol,Cottingley ,74995,1.6,5,Unknown,- TFSI V8 Vorsprung,11.225190057762841
BMW,1 Series,2017,102,2017 (17 reg),Manual,Diesel,Doncaster ,7489,1.2,5,Unknown,- 118d Sport [Nav],8.921324076511265
Kia,Sportage,2019,74,2019 (19 reg),Auto,Diesel,Oldham ,11995,1.6,5,Euro 6 (s/s),CRDi 4 DCT,9.392328539868899
Volkswagen,Polo,2014,73,2014 (64 reg),Manual,Petrol,Swinton ,6295,1.2,5,Unknown,- TSI SE,8.74766979009724
Mazda,Mazda3,2016,87,2016 (16 reg),Manual,Petrol,Leeds ,7999,2.0,5,Euro 6 (s/s),- SKYACTIV-G Sport Black,8.987196820661973
Vauxhall,Corsa,2012,172,2012 (12 reg),Manual,Petrol,Goole ,999,1.4,5,Unknown,SE,6.907755278982137
Vauxhall,Corsa,2020,61,2020 (20 reg),Auto,Electric,Goole ,8995,1.6,5,Unknown,- 50kWh Elite Nav,9.104535313079205
Ford,Tourneo Connect,2014,86,2014 (14 reg),Manual,Diesel,doncaster ,6995,1.6,5,Euro 5,TDCi Zetec MPV Diesel Manual (95 ps),8.853093836138493
Nissan,Qashqai,2017,102,2017 (67 reg),Manual,Diesel,Halifax ,6495,1.5,5,Euro 6 (s/s),dCi Acenta,8.778941881841513
Audi,S5,2017,92,2017 (17 reg),Auto,Petrol,Oldham ,16995,3.0,5,Euro 6 (s/s),TFSI V6 Sportback Tiptronic quattro,9.740733301234702
Land Rover,Discovery Sport,2015,77,2015 (65 reg),Auto,Diesel,Chesterfield ,11000,2.0,5,Unknown,TD4 180 HSE Auto,9.305741456739435
BMW,4 Series,2015,101,2015 (15 reg),Auto,Diesel,Leeds ,9499,2.0,2,Euro 6 (s/s),- 420d M Sport Auto,9.159047077588632
Ford,Kuga,2009,145,2009 (9 reg),Manual,Diesel,Rotherham ,2800,2.0,5,Euro 4,TDCi Titanium 2WD,7.937731775260109
SEAT,Leon,2025,10,2025 (74 reg),Auto,Hybrid,Doncaster ,22995,1.4,5,Euro 6 (s/s),eHybrid 13kWh FR Hatchback Petrol Plug-in Hybrid DSG (,10.043075566743182
Mercedes-Benz,A-Class,2017,54,2017 (17 reg),Manual,Diesel,Rotherham ,9990,2.0,5,Unknown,A200d AMG Line,9.209439966733019
Volkswagen,Polo,2014,45,2014 (63 reg),Manual,Petrol,Leeds ,6995,1.4,5,Euro 5,Match Edition Hatchback Petrol Manual (85 ps),8.853093836138493
Nissan,Qashqai,2025,10,2025 (25 reg),Manual,Petrol,Bradford ,24450,1.3,5,Unknown,DiG-T MH N-Connecta Petrol Hatchback,10.104426393862145
MG,MG ZS,2021,36,2021 (21 reg),Auto,Electric,Sheffield ,9990,4.5,5,Unknown,- 4kWh Exclusive Auto,9.209439966733019
SEAT,Ibiza,2015,76,2015 (15 reg),Manual,Petrol,Rotherham ,4390,1.2,3,Euro 5,TSI I TECH Sport Coupe,8.387312270561717
Volkswagen,Passat,2014,114,2014 (64 reg),Manual,Diesel,Leeds ,5249,2.0,5,Euro 5 (s/s),TDI BlueMotion Tech Executive,8.565983355585669
Volkswagen,Tiguan,2012,214,2012 (62 reg),Manual,Diesel,Bradford ,2595,2.0,5,Unknown,TDi BlueMotion Tech S 110 [2WD],7.86172707782398
Honda,Jazz,2011,67,2011 (11 reg),Manual,Petrol,Keighley ,2989,1.4,5,Euro 5,i-VTEC EX,8.003028666384733
Mercedes-Benz,C-Class,2014,125,2014 (14 reg),Auto,Diesel,Ossett ,7495,1.6,4,Unknown,C250 BlueTEC AMG Line Premium Plus Auto PAN ROOF TOP SPEC,8.922124823918258
Audi,A4 Avant,2006,137,2006 (6 reg),Auto,Diesel,Sheffield ,2389,3.0,5,Unknown,TDI S line quattro,7.779048644925556
Nissan,Qashqai,2014,85,2014 (14 reg),Manual,Diesel,doncaster ,5995,1.5,5,Euro 5 (s/s),dCi Tekna SUV Diesel Manual 2WD (110 ps),8.698847859222488
MG,MG HS,2025,4,2025 (25 reg),Manual,Petrol,Doncaster ,22498,1.5,5,Unknown,- T-GDI SE,10.021226142760383
SEAT,Ibiza,2010,104,2010 (60 reg),Auto,Petrol,Oldham ,3995,1.4,3,Euro 5,TSI Bocanegra Sport Coupe DSG,8.293049139768444
Dacia,Sandero Stepway,2016,75,2016 (66 reg),Manual,Diesel,Rotherham ,3790,1.5,5,Euro 6 (s/s),dCi Ambiance,8.240385115516334
Ford,Focus,2021,71,2021 (70 reg),Manual,Diesel,Castleford ,10990,1.6,5,Unknown,- ST-LINE TDCI,9.3048320350689
Audi,Q2,2018,85,2018 (68 reg),Auto,Diesel,Wakefield ,11995,1.6,5,Unknown,- 30 TDI S Line S Tronic,9.392328539868899
Nissan,Qashqai,2017,105,2017 (67 reg),Auto,Diesel,Oldham ,8795,1.6,5,Euro 6 (s/s),dCi Tekna XTRON,9.082052351674651
MG,MG5,2021,61,2021 (21 reg),Auto,Electric,Oldham ,8299,2.5,5,Unknown,5kWh Exclusive Estate Electric Auto (156 ps),9.02401079378469
Kia,Picanto,2013,65,2013 (13 reg),Manual,Petrol,Castleford ,3290,1.0,5,Unknown,- 1 -FULL SERVICE HISTORY-,8.098946748943339
Ford,Ecosport,2015,68,2015 (65 reg),Manual,Diesel,Doncaster ,5689,1.5,5,Unknown,- TDCi 95 Titanium [17in] ONLY £35 ROAD TAX,8.646465527120377
SEAT,Leon,2015,49,2015 (65 reg),Auto,Diesel,Oldham ,10395,2.0,5,Euro 6 (s/s),TDI FR DSG,9.249176395761381
SEAT,Leon,2017,100,2017 (67 reg),Auto,Diesel,Bradford ,5475,1.6,5,Unknown,TDI SE Dynamic Technology DSG,8.60813018640834
Kia,Picanto,2014,97,2014 (64 reg),Manual,Petrol,Rotherham ,3490,1.6,5,Unknown,- 2 ECODYNAMICS,8.157943507105037
Volkswagen,Golf,2016,108,2016 (16 reg),Auto,Petrol,Rochdale ,10979,2.0,5,Euro 6 (s/s),TSI BlueMotion Tech GTI DSG,9.30383071506352
Citroen,C3,2023,258,2023 (23 reg),Manual,Petrol,Doncaster ,12695,1.2,5,Unknown,PureTech C-Series Edition Petrol Hatchback,9.449042262206245
Jeep,Renegade,2016,66,2016 (16 reg),Manual,Petrol,Leeds ,7295,1.4,5,Euro 6 (s/s),MultiAirII Longitude,8.895081531754167
BMW,4 Series,2018,55,2018 (68 reg),Auto,Diesel,Sheffield ,18680,1.6,4,Unknown,- M SPORT GRAN COUPE COMFORT PACK,9.835262243540562
DS,Automobiles DS 4,2015,62,2015 (15 reg),Manual,Diesel,Castleford ,6490,1.6,5,Unknown,- BLUEHDI DSPORT S/S,8.778171881033469
Vauxhall,Corsa,2025,408,2025 (25 reg),Manual,Petrol,Sheffield ,15990,1.2,5,Euro 6,- Turbo Yes Hatchback Petrol Manual s/s 100 Ps,9.679781342959442
BMW,5 Series,2014,109,2014 (14 reg),Auto,Diesel,Castleford ,7295,2.0,4,Euro 6 (s/s),520d M Sport Auto,8.895081531754167
Volvo,V70,2015,144,2015 (65 reg),Auto,Diesel,keighley ,6295,2.0,5,Euro 6 (s/s),D4 SE Nav Auto,8.74766979009724
Volvo,EX30,2025,50,2025 (25 reg),Auto,Electric,Doncaster ,34995,1.6,5,Unknown,"- Ultra, Twin Motor Performance, Electric",10.462989048226156
SEAT,Arona,2025,25,2025 (25 reg),Manual,Petrol,Huddersfield ,19950,1.0,5,Euro 6,- Tsi Fr Suv Petrol Manual s/s 115 Ps,9.901034546375062
BMW,X2,2025,1,2025 (25 reg),Auto,Petrol,Harrogate ,39950,1.6,5,Unknown,- sDrive 20i M Sport Step Auto,10.595408982170255
Citroen,C3 Picasso,2014,65,2014 (14 reg),Manual,Diesel,Rotherham ,3790,1.6,5,Euro 5,HDi Exclusive,8.240385115516334
MG,MG HS,2023,801,2023 (73 reg),Auto,Petrol,Sheffield ,18749,1.5,5,Unknown,- T-GDI Trophy DCT,9.838949031398556
Lexus,IS,2018,53,2018 (68 reg),Auto,Hybrid,Sheffield ,15980,1.6,4,Unknown,- 300H SPORT FULL LEXUS SERVICE HISTORY,9.679155795585109
Mercedes-Benz,CLK,2009,103,2009 (9 reg),Auto,Petrol,Knaresborough ,3995,1.8,2,Unknown,CLK200 Kompressor Elegance Cabriolet,8.293049139768444
Volkswagen,Golf,2016,90,2016 (66 reg),Auto,Diesel,Oldham ,12449,2.0,5,Euro 6 (s/s),TDI BlueMotion Tech GTD Hatchback Diesel DSG (184 ps),9.429475901892854
BMW,4 Series,2017,92,2017 (67 reg),Manual,Diesel,Doncaster ,8975,4.2,5,Unknown,[190] SE Gran Coupe [Business Media] *FSH & MOT 05/26*,9.102309627762478
Nissan,Micra,2017,114,2017 (67 reg),Manual,Diesel,Bradford ,3475,1.5,5,Unknown,dCi Tekna,8.153637486385282
Audi,A3 Cabriolet,2015,57,2015 (65 reg),Auto,Diesel,Sheffield ,12950,2.0,2,Euro 6 (s/s),TDI S line S Tronic (Nav),9.468928284223587
Ford,Fiesta,2016,28,2016 (16 reg),Manual,Petrol,Leeds ,6480,1.0,3,Euro 6 (s/s),EcoBoost Zetec,8.776630098427717
Vauxhall,Corsa,2025,734,2025 (74 reg),Manual,Petrol,Chesterfield ,17698,1.2,5,Unknown,- Turbo GS,9.781263419790754
Mazda,Mazda3,2019,30,2019 (19 reg),Auto,Petrol,Oldham ,13299,2.0,5,Euro 6 (s/s),SKYACTIV-G MHEV SE-L Lux Hatchback Petrol Auto (122 ps,9.495519314209846
Ford,S-Max,2010,64,2010 (60 reg),Auto,Petrol,Sheffield ,6995,2.0,5,Euro 5,EcoBoost Titanium Powershift,8.853093836138493
Audi,A3,2024,10,2024 (74 reg),Auto,Hybrid,Sheffield ,24424,1.4,5,Euro 6 (s/s),TFSIe 40 S line Sportback S Tronic 13kWh,10.103362476910984
SEAT,Ibiza,2014,71,2014 (14 reg),Manual,Petrol,Sheffield ,4295,1.4,3,Unknown,- Toca,8.3654396361887
Mercedes-Benz,E-Class,2014,95,2014 (64 reg),Auto,Diesel,York ,7495,2.1,4,Unknown,- E220 CDI AMG Sport,8.922124823918258
Land Rover,Range Rover,2021,40,2021 (21 reg),Auto,Diesel,Leeds ,41999,3.0,5,Euro 6 (s/s),- D300 MHEV Westminster Black Auto 4WD,10.645424897265505
Audi,RS6 Avant,2021,58,2021 (21 reg),Auto,Petrol,Sheffield ,67950,4.0,5,Euro 6 (s/s),TFSI V8 Vorsprung Tiptronic quattro,11.126542136174459
Land Rover,Range Rover Evoque,2015,60,2015 (65 reg),Auto,Diesel,Oldham ,12696,2.0,5,Euro 6 (s/s),TD4 HSE Dynamic Auto 4WD,9.449121024069791
BMW,X1,2025,101,2025 (25 reg),Auto,Petrol,Harrogate ,36450,1.6,5,Unknown,- sDrive 20i MHT M Sport Step Auto,10.503724171902725
Renault,Clio,2016,88,2016 (66 reg),Manual,Diesel,Rotherham ,5490,1.5,5,Euro 6 (s/s),dCi Dynamique S Nav,8.610865667278873
Volkswagen,T-Cross,2019,43,2019 (19 reg),Manual,Petrol,Harrogate ,15250,1.0,5,Euro 6 (s/s),TSI R-Line,9.632400353656184
Fiat,500,2015,58,2015 (15 reg),Manual,Petrol,Bradford ,4490,1.2,3,Euro 6 (s/s),S Hatchback Petrol Manual (69 bhp),8.409830673087738
Ford,Focus,2015,54,2015 (64 reg),Manual,Petrol,Castleford ,5990,1.6,5,Unknown,- TITANIUM,8.698013622083925
Hyundai,Ix35,2014,116,2014 (64 reg),Manual,Diesel,Bradford ,3275,2.0,5,Unknown,CRDi Premium Panorama,8.09437844497296
Mercedes-Benz,C-Class,2017,58,2017 (66 reg),Auto,Diesel,Doncaster ,10995,1.6,5,Euro 6 (s/s),C200d SE Executive Edition G-Tronic+,9.305286849285137
BMW,iX3,2022,25,2022 (22 reg),Auto,Electric,Oldham ,26199,1.6,5,Unknown,80kWh M Sport SUV Electric Auto (286 ps),10.173514689749188
Land Rover,Range Rover Evoque,2012,54,2012 (62 reg),Manual,Diesel,Doncaster ,10289,2.2,5,Unknown,- SD4 Prestige [Lux Pack],9.238927828828094
Toyota,Aygo X,2025,705,2025 (25 reg),Auto,Petrol,Castleford ,17299,1.0,5,Unknown,- VVT-i Edge Auto,9.75846178048587
Vauxhall,Mokka,2019,26,2019 (19 reg),Manual,Petrol,Rotherham ,11241,1.4,5,Unknown,- ecoTEC Elite Nav,9.32741204356202
Land Rover,Freelander,2013,148,2013 (13 reg),Auto,Diesel,Ossett ,4995,2.2,5,Unknown,- SD4 Dynamic Auto,8.516392871245468
Mercedes-Benz,E-Class,2014,129,2014 (14 reg),Auto,Diesel,Sheffield ,5495,1.6,4,Unknown,E220 CDI SE 7G-Tronic **PX BARGAIN**,8.611775833902186
Land Rover,Range Rover Evoque,2016,56,2016 (16 reg),Auto,Diesel,Cleckheaton ,11995,2.0,3,Euro 6 (s/s),TD4 HSE Dynamic Auto 4WD,9.392328539868899
Skoda,Octavia,2015,76,2015 (64 reg),Manual,Diesel,Yeadon ,6695,1.6,5,Euro 5 (s/s),TDI SE 4WD,8.80926561216931
Ssangyong,Tivoli,2017,63,2017 (17 reg),Auto,Diesel,Leeds ,7495,1.6,5,Euro 6,e-XDi ELX Auto 4WD,8.922124823918258
Jaguar,XE,2018,64,2018 (68 reg),Auto,Diesel,Castleford ,10990,2.0,4,Unknown,- d [180] R-Sport Auto,9.3048320350689
Ford,S-Max,2012,75,2012 (62 reg),Auto,Diesel,Sheffield ,4995,2.0,5,Unknown,TDCi 163 Titanium Powershift,8.516392871245468
Nissan,Juke,2017,63,2017 (17 reg),Manual,Diesel,Rotherham ,6390,1.5,5,Euro 6 (s/s),dCi N-Connecta,8.762646029650282
Volvo,EX30,2024,4,2024 (74 reg),Auto,Electric,Knaresborough ,31995,1.6,5,Unknown,"Ultra, Twin Motor Performance, Electric",10.373366173968712
Honda,Jazz,2008,105,2008 (58 reg),Manual,Petrol,Rotherham ,1299,1.4,5,Unknown,i-DSi SE,7.170119543449628
Volkswagen,Tiguan,2015,89,2015 (65 reg),Auto,Diesel,Halifax ,9995,2.0,5,Euro 6 (s/s),TDI BlueMotion Tech R-Line Edition DSG 4WD,9.209940291954844
Porsche,Macan,2015,79,2015 (65 reg),Auto,Diesel,Keighley ,17989,3.0,5,Euro 6 (s/s),TD V6 S PDK 4WD,9.79757132694458
Vauxhall,Astra,2020,104,2020 (70 reg),Manual,Diesel,Castleford ,6990,1.6,5,Unknown,- BUSINESS EDITION NAV,8.852378886511985
BMW,1 Series,2025,505,2025 (74 reg),Auto,Petrol,Harrogate ,29750,1.6,5,Unknown,- 118i [136] M Sport Step Auto [LCP],10.300618023854234
Nissan,Qashqai,2014,148,2014 (14 reg),Manual,Diesel,Mexborough ,2750,1.5,5,Unknown,dCi Acenta Premium,7.919719760924575
Jaguar,I-Pace,2018,69,2018 (68 reg),Auto,Electric,Halifax ,14990,1.6,5,Unknown,400 90kWh First Edition Auto 4WD,9.615205300012315
Ford,Ka,2009,66,2009 (59 reg),Manual,Petrol,Doncaster ,2000,1.6,3,Unknown,- STUDIO,7.601402334583733
Volkswagen,Golf,2011,81,2011 (11 reg),Auto,Diesel,Castleford ,5495,1.6,5,Euro 5,TDI Match DSG,8.611775833902186
Skoda,Octavia,2019,135,2019 (69 reg),Manual,Petrol,Leeds ,5730,1.5,5,Euro 6 (s/s),TSI ACT SE,8.653645314551737
Toyota,Avensis,2012,131,2012 (61 reg),Auto,Petrol,Wakefield ,4500,1.8,5,Unknown,V-matic TR M-Drive S,8.412054873292933
Volkswagen,up!,2013,100,2013 (63 reg),Manual,Petrol,Wakefield ,2495,1.0,3,Euro 5,Move up!,7.822444729489319
Vauxhall,Astra,2017,98,2017 (66 reg),Auto,Petrol,Oldham ,5995,1.4,5,Euro 6 (s/s),i Turbo SRi Auto,8.698847859222488
Honda,CR-V,2012,81,2012 (12 reg),Manual,Diesel,Keighley ,4695,2.2,5,Unknown,i-DTEC SE+,8.454466361507933
Land Rover,Range Rover Sport,2025,5,2025 (74 reg),Auto,Petrol,Boroughbridge ,149995,4.4,5,Euro 6 (s/s),P635 V8 MHEV SV Edition One Carbon Bronze Auto 4WD,11.918363906056165
Ford,Kuga,2015,88,2015 (15 reg),Auto,Diesel,Oldham ,5495,2.0,5,Unknown,TDCi 163 Titanium X Powershift,8.611775833902186
Audi,A3,2014,124,2014 (14 reg),Manual,Diesel,Rotherham ,5690,2.0,3,Euro 5 (s/s),TDI S line,8.646641258603124
Audi,A1,2011,117,2011 (11 reg),Manual,Diesel,Leeds ,3495,1.6,3,Unknown,TDI S Line,8.159374736775426
SEAT,Leon,2012,128,2012 (62 reg),Manual,Petrol,Rochdale ,2895,1.2,5,Euro 5 (s/s),TSI SE Copa Hatchback Petrol Manual (105 ps),7.971085753505607
Nissan,Micra,2019,53,2019 (19 reg),Manual,Petrol,Oldham ,8199,1.0,5,Euro 6 (s/s),IG-T N-Sport Hatchback Petrol Manual (100 ps),9.011889433252344
Mercedes-Benz,C-Class,2017,109,2017 (17 reg),Auto,Diesel,Ossett ,8495,2.2,4,Unknown,- C220d AMG Line 9G-Tronic TOP SPEC,9.04735074348172
Kia,Picanto,2024,818,2024 (74 reg),Auto,Petrol,Sheffield ,16432,1.0,5,Euro 6 (s/s),GT-Line AMT,9.707046787181289
BMW,i4,2022,48,2022 (22 reg),Auto,Electric,Oldham ,24499,3.9,5,Unknown,40 8kWh M Sport Gran Coupe Electric Auto eDrive (340 ps),10.106428396532818
Jaguar,XKR,2010,65,2010 (59 reg),Auto,Petrol,OLDHAM ,16995,5.0,2,Unknown,- V8,9.740733301234702
Vauxhall,Corsa,2015,63,2015 (65 reg),Manual,Petrol,Greater Manchester ,5495,1.4,5,Euro 6 (s/s),i Turbo ecoFLEX SE,8.611775833902186
Vauxhall,Corsa,2016,80,2016 (66 reg),Manual,Petrol,Ossett ,3495,1.4,3,Unknown,- [75] ecoFLEX Energy [AC],8.159374736775426
Volvo,V90,2019,32,2019 (19 reg),Auto,Petrol,Knaresborough ,25290,1.6,5,Unknown,T5 AWD Pro Automatic,10.138203880202953
SEAT,Leon,2021,114,2021 (21 reg),Auto,Hybrid,Ossett ,10495,1.4,5,Unknown,- eHybrid FR Sport DSG,9.25874951118387
Ford,Kuga,2014,125,2014 (64 reg),Auto,Diesel,Ossett ,4295,2.0,5,Unknown,- TDCi 163 Titanium Powershift,8.3654396361887
Mercedes-Benz,A-Class,2020,29,2020 (20 reg),Auto,Petrol,Leeds ,17499,1.3,5,Euro 6 (s/s),- A180 AMG Line 7G-DCT,9.769956159911606
Mercedes-Benz,C-Class,2014,106,2014 (14 reg),Auto,Petrol,Keighley ,16989,6.3,4,Euro 5,C63 V8 AMG SpdS MCT,9.740380214665977
Volkswagen,Tiguan,2014,135,2014 (63 reg),Auto,Diesel,Ossett ,6495,2.0,5,Unknown,- TDi BlueMotion Tech R-Line 177 DSG,8.778941881841513
Audi,A1,2014,76,2014 (64 reg),Manual,Diesel,Conisbrough ,6500,2.0,3,Unknown,Tdi | Manual | Diesel | Ulez | Black Edition Hatchback | Red,8.77971129020447
Honda,Jazz,2025,10,2025 (25 reg),Auto,Hybrid,Wakefield ,25650,1.5,5,Euro 6 (s/s),- h i-MMD Crosstar Advance eCVT,10.152337836193743
Volvo,EX30,2025,25,2025 (25 reg),Auto,Electric,Sheffield ,32291,1.6,5,Unknown,Single Motor Extended Range 69kWh Ultra Auto,10.382574800514906
Mercedes-Benz,A-Class,2020,46,2020 (20 reg),Auto,Petrol,Leeds ,16299,1.3,5,Euro 6 (s/s),- A180 AMG Line (Executive) 7G-DCT,9.698920386794853
Honda,Jazz,2025,10,2025 (25 reg),Auto,Hybrid,Wakefield ,24950,1.5,5,Euro 6 (s/s),- h i-MMD Advance Sport eCVT,10.124669180536797
Ford,Ka,2015,44,2015 (15 reg),Manual,Petrol,Sheffield ,4295,1.2,3,Euro 5 (s/s),Zetec,8.3654396361887
Skoda,Karoq,2017,165,2017 (17 reg),Auto,Petrol,Bradford ,4295,1.5,5,Unknown,TSI SE L DSG,8.3654396361887
Hyundai,i20,2025,9,2025 (25 reg),Manual,Petrol,York ,19351,1.0,5,Euro 6 (s/s),- T-GDi Ultimate Hatchback Petrol Manual (100 ps),9.870551052289864
MG,MG HS,2025,5,2025 (25 reg),Manual,Petrol,Leeds ,22498,1.5,5,Unknown,- T-GDI SE,10.021226142760383
Vauxhall,Mokka,2014,39,2014 (14 reg),Manual,Petrol,Rochdale ,4995,1.6,5,Unknown,i Tech Line,8.516392871245468
MINI,Hatch,2016,79,2016 (16 reg),Manual,Diesel,Castleford ,5490,1.5,3,Unknown,- Cooper D,8.610865667278873
Mercedes-Benz,C-Class,2014,120,2014 (64 reg),Auto,Diesel,Leeds ,8240,2.1,4,Euro 6 (s/s),C220 BlueTEC AMG Line (Premium) G-Tronic+,9.016876974763383
DS,Automobiles DS 5,2015,103,2015 (15 reg),Manual,Diesel,Oldham ,3995,1.6,5,Euro 6 (s/s),BlueHDi Elegance,8.293049139768444
Kia,Picanto,2018,46,2018 (18 reg),Manual,Petrol,Greater Manchester ,6595,1.0,5,Euro 6,1,8.794218683679489
Audi,A6 Saloon,2009,149,2009 (9 reg),Manual,Diesel,Northowram ,2195,2.0,4,Unknown,TDI 170 S Line,7.694392802629421
Land Rover,Freelander 2,2011,112,2011 (60 reg),Auto,Diesel,keighley ,4495,2.2,5,Euro 5,SD4 GS CommandShift 4WD,8.410943391573527
BMW,3 Series,2020,23,2020 (69 reg),Auto,Petrol,York ,35700,3.0,4,Euro 6 (s/s),M340i Saloon Petrol Auto xDrive (374 ps),10.482933978579906
Mercedes-Benz,C-Class,2015,104,2015 (15 reg),Auto,Diesel,Leeds ,7990,1.6,2,Unknown,C250 CDI AMG SPORT EDITION AUTOMATIC PREMIUM PLUS + PAN ROOF + LEATHER,8.986071187374463
Mercedes-Benz,EQA,2021,84,2021 (71 reg),Auto,Electric,Castleford ,19990,1.6,5,Unknown,- EQA 250 AMG LINE,9.903037451255743
Nissan,Juke,2017,130,2017 (17 reg),Manual,Diesel,Oldham ,3895,1.5,5,Euro 6 (s/s),dCi N-Connecta,8.267705664762426
Audi,A3,2014,104,2014 (64 reg),Auto,Petrol,Oldham ,6995,1.4,3,Euro 6 (s/s),TFSI CoD S line S Tronic,8.853093836138493
Vauxhall,Astra,2017,78,2017 (17 reg),Manual,Petrol,Sheffield ,5789,1.4,5,Euro 6,i Turbo Elite Nav,8.663887570567042
Nissan,Juke,2013,20,2013 (63 reg),Manual,Petrol,Leeds ,7495,1.6,5,Euro 5,n-tec SUV Petrol Manual (17in Alloy) (117 ps),8.922124823918258
Volkswagen,Polo,2023,39,2023 (23 reg),Manual,Petrol,Oldham ,14399,1.0,5,Euro 6 (s/s),TSI Life Hatchback Petrol Manual (95 ps),9.574983485564092
Hyundai,i10,2012,75,2012 (12 reg),Manual,Petrol,Sheffield ,2250,1.2,5,Unknown,Classic,7.719129840906732
Audi,A3,2014,179,2014 (64 reg),Auto,Diesel,Bradford ,5950,2.0,2,Unknown,TDI S Line S Tronic,8.691314551644853
Hyundai,i10,2017,91,2017 (17 reg),Manual,Petrol,Doncaster ,5450,1.2,5,Unknown,Premium SE,8.603554357064281
BMW,3 Series,2012,103,2012 (62 reg),Auto,Diesel,Hyde ,8995,3.0,4,Unknown,330D M SPORT 4d 255 BHP,9.104535313079205
Audi,Q5,2014,127,2014 (14 reg),Auto,Diesel,Ossett ,7295,2.0,5,Unknown,- TDI Quattro S Line Plus S Tronic,8.895081531754167
Audi,A5,2014,113,2014 (64 reg),Manual,Diesel,Doncaster ,4995,2.0,2,Unknown,TDI 177 SE,8.516392871245468
Land Rover,Discovery,2021,50,2021 (21 reg),Auto,Diesel,Oldham ,35949,3.0,5,Euro 6 (s/s),D250 MHEV R-Dynamic SE SUV Diesel Auto 4WD (250 ps),10.489884363149192
Porsche,911,2023,9,2023 (73 reg),Auto,Petrol,Boroughbridge ,97895,3.0,2,Euro 6 (s/s),992 Carrera T PDK,11.491660969665505
Audi,S1,2014,96,2014 (64 reg),Manual,Petrol,Rochdale ,9979,2.0,5,Euro 6 (s/s),TFSI Sportback quattro,9.20833836930551
Nissan,Qashqai,2011,126,2011 (61 reg),Manual,Diesel,York ,1995,1.5,5,Unknown,- dCi [110] Acenta,7.59890045687141
Honda,Civic,2017,111,2017 (17 reg),Manual,Petrol,Keighley ,5989,1.0,5,Euro 6 (s/s),VTEC Turbo SR,8.697846691109495
Mercedes-Benz,R-Class,2011,76,2011 (61 reg),Auto,Diesel,OLDHAM ,8495,3.0,5,Unknown,- R350L CDI,9.04735074348172
BMW,2 Series,2025,10,2025 (74 reg),Auto,Petrol,Doncaster ,34990,1.6,2,Unknown,- 220i M Sport Step Auto,10.462846164547514
Volkswagen,Golf,2014,108,2014 (14 reg),Auto,Diesel,Rotherham ,4990,1.6,5,Euro 5 (s/s),TDI BlueMotion Tech SE DSG,8.515391569469609
Citroen,C3,2014,75,2014 (14 reg),Manual,Petrol,Rochdale ,3995,1.6,5,Euro 5,VTi Exclusive Hatchback Petrol Manual (120 ps),8.293049139768444
Bentley,Continental,2020,15,2020 (70 reg),Auto,Petrol,Boroughbridge ,117995,4.0,2,Euro 6 (s/s),V8 GT Auto 4WD,11.678406004568156
Ford,Fiesta,2006,89,2006 (55 reg),Manual,Petrol,Cleckheaton ,690,1.4,5,Unknown,Zetec [Climate],6.53813982376767
Honda,CR-V,2017,90,2017 (67 reg),Manual,Diesel,Bradford ,11490,1.6,5,Euro 6 (s/s),i-DTEC EX SUV Diesel Manual 4WD (160 ps),9.349319399257634
Fiat,Panda,2016,43,2016 (66 reg),Manual,Petrol,Doncaster ,4495,1.2,5,Unknown,Pop,8.410943391573527
SEAT,Leon,2014,101,2014 (64 reg),Manual,Diesel,Huddersfield ,5495,2.0,5,Euro 5 (s/s),TDI CR FR,8.611775833902186
Fiat,500,2016,64,2016 (16 reg),Manual,Petrol,Selby ,4300,1.2,3,Unknown,Pop,8.366602832783736
Volkswagen,Golf,2014,90,2014 (63 reg),Manual,Diesel,Doncaster ,6499,1.6,5,Unknown,- TDI BlueMotion Tech SE,8.779557455883728
Ford,Focus,2015,76,2015 (15 reg),Auto,Petrol,Ashton-under-lyne ,5795,1.6,5,Unknown,125 Zetec Powershift,8.664923303440572
