Brand,Model,Year,Miles(k miles),Registration,Control,Fuel,Location,Price(£),EngineSize,Doors,Emission,ModelFull
Tesla,Model X,2018.0,28,2018 (68 reg),Auto,Electric,Keighley ,24989,,5,,75D (Dual Motor) Auto 4WDE
Suzuki,Grand Vitara,2006.0,19,2006 (6 reg),Auto,Petrol,Bradford ,7499,2.0,5,,Auto
Vauxhall,Corsa,2012.0,80,2012 (62 reg),Manual,Diesel,Rotherham ,2495,1.3,3,,- CDTi ecoFLEX Active
Saab,9-3,2004.0,108,2004 (4 reg),Auto,Petrol,Wakefield ,2195,2.0,4,,Aero
Nissan,Pulsar,2015.0,81,2015 (65 reg),Manual,Petrol,Keighley ,3489,1.2,5,Euro 6 (s/s),DIG-T Acenta
Renault,Clio,2006.0,41,2006 (6 reg),Manual,Petrol,Rotherham ,1490,1.4,3,,16V Expression
Volkswagen,Golf,2014.0,181,2014 (14 reg),Auto,Diesel,Bradford ,5250,2.0,5,,TDI GTD DSG
Vauxhall,Insignia,2015.0,158,2015 (15 reg),Manual,Diesel,Bradford ,2499,2.0,5,,CDTi [140] ecoFLEX Elite Nav [Start Stop]
Volvo,V40,2014.0,136,2014 (64 reg),Manual,Diesel,Leeds ,3995,,5,,D2 R DESIGN Lux
Audi,A6 Saloon,2023.0,22,2023 (23 reg),Auto,Hybrid,"Leeds, Morley, Gildersome ",33490,2.0,4,Euro 6 (s/s),TFSIe 50 Black Edition S Tronic quattro 1kWh
MINI,Hatch,2017.0,99,2017 (17 reg),Manual,Petrol,Keighley ,5989,2.0,5,Euro 6 (s/s),Cooper S
Peugeot,107,2014.0,22,2014 (63 reg),Manual,Petrol,Batley ,3795,1.0,3,,Access
Fiat,500C,2014.0,48,2014 (64 reg),Manual,Petrol,Wakefield ,4790,1.2,2,,- Lounge [Start Stop] ## £35 ROAD TAX - STUNNING CAR ##
Ford,Ka,2015.0,81,2015 (65 reg),Manual,Petrol,Keighley ,2989,1.2,3,Euro 6 (s/s),Zetec Black Edition
Toyota,Corolla,2005.0,55,2005 (5 reg),Auto,Petrol,Bradford ,3750,1.6,5,,VVT-i Colour Collection Auto
Audi,A4,2011.0,115,2011 (61 reg),Manual,Diesel,Bradford ,3990,2.0,4,Euro 5 (s/s),TDI Technik quattro
Audi,RS5,2010.0,93,2010 (60 reg),Auto,Petrol,"Brighouse, Bailiff Bridge ",13990,4.2,2,,FSI Quattro S Tronic
Peugeot,107,2013.0,98,2013 (63 reg),Manual,Petrol,Leeds ,1795,1.0,5,Euro 5,12V Envy
Renault,Megane,2014.0,85,2014 (14 reg),Manual,Diesel,Rochdale ,3995,1.5,3,,KNIGHT EDITION ENERGY DCI S/S 3d 110 BHP
Mazda,Mazda3,2020.0,133,2020 (70 reg),Manual,Petrol,Keighley ,6989,2.0,4,Euro 6 (s/s),SKYACTIV-X MHEV SE-L Lux
Volkswagen,Golf Plus,2012.0,143,2012 (12 reg),Manual,Diesel,Bradford ,1995,1.6,5,,TDI 105 SE
Renault,Megane,2011.0,125,2011 (11 reg),Manual,Petrol,Keighley ,4489,2.0,3,,16V Renaultsport
DS,Automobiles DS 3,2015.0,70,2015 (65 reg),Manual,Diesel,Bradford ,2999,1.6,3,,2015 BlueHDi DStyle RED SERVICE HISTORY ZERO TAX
Volkswagen,Golf,2015.0,145,2015 (65 reg),Manual,Diesel,Bradford ,4950,1.6,5,,TDI 110 Match
Jaguar,XF,2016.0,181,2016 (66 reg),Auto,Diesel,Keighley ,3989,2.0,4,Euro 6 (s/s),d Prestige Auto
Renault,Clio,2017.0,135,2017 (17 reg),Manual,Diesel,Bradford ,3450,1.5,5,,dCi 90 Dynamique Nav
Vauxhall,Corsa,2016.0,68,2016 (66 reg),Manual,Petrol,Keighley ,3489,1.4,3,Euro 6,i ecoFLEX Sting
Vauxhall,Insignia,2017.0,127,2017 (17 reg),Manual,Diesel,Leeds ,3795,1.6,5,,CDTi ecoFLEX Design [Start Stop]
Land Rover,Range Rover Evoque,2018.0,37,2018 (68 reg),Auto,Petrol,High Peak ,18495,2.0,5,,Ingenium Si4 HSE Dynamic Lux Auto
Audi,S3,2014.0,96,2014 (64 reg),Manual,Petrol,Keighley ,9989,2.0,3,Euro 6 (s/s),TFSI quattro
Skoda,Citigo,2017.0,105,2017 (67 reg),Manual,Petrol,Barnsley ,3250,1.0,3,,MPI S
Vauxhall,Corsa,2015.0,111,2015 (15 reg),Manual,Petrol,Rotherham ,3195,1.4,3,,- i ecoTEC Limited Edition
Audi,A3,2011.0,149,2011 (61 reg),Manual,Diesel,Bradford ,2450,1.6,2,,TDI S Line
Saab,9-3,2001.0,134,2001 (51 reg),Auto,Petrol,Keighley West ,1989,2.0,2,,HOT SE Auto
Vauxhall,Insignia,2015.0,91,2015 (65 reg),Manual,Diesel,Keighley ,2989,1.6,5,Euro 6 (s/s),CDTi ecoFLEX Design
Vauxhall,Corsa,2014.0,86,2014 (14 reg),Manual,Petrol,Wakefield ,2490,1.2,5,,- SXi ## 2 FORMER KEEPERS - GOOD SERVICE HISTORY ##
Toyota,Avensis,2006.0,37,2006 (56 reg),Manual,Petrol,Bradford ,2999,1.8,5,,VVT-i T3-X
Ford,Kuga,2012.0,88,2012 (12 reg),Manual,Diesel,Batley ,3299,2.0,5,,TDCi 140 Zetec 2WD
Land Rover,Range Rover Sport,2013.0,175,2013 (63 reg),Auto,Diesel,Leeds ,9495,3.0,5,,- SDV6 HSE Auto
Mercedes-Benz,250,1969.0,53,1969 (G),Auto,Petrol,Barnsley ,17995,,,,- W114 Automatic Classic Car 53000 Miles 2 Owners Amazing Condition
Nissan,Note,2009.0,140,2009 (9 reg),Manual,Petrol,Bradford ,992,1.4,5,,Acenta
Aston Martin,Vantage,2008.0,75,2008 (58 reg),Manual,Petrol,Pudsey ,29995,,2,,
BMW,3 Series,2012.0,158,2012 (12 reg),Manual,Diesel,Keighley ,2989,2.0,4,,318d SE
Vauxhall,Insignia,2010.0,140,2010 (10 reg),Manual,Diesel,Brighouse ,1495,2.0,5,,CDTi ecoFLEX Elite [160]
Mercedes-Benz,SL,2007.0,62,2007 (7 reg),Auto,Petrol,York ,24989,5.5,2,,SL600
Skoda,Citigo,2018.0,142,2018 (18 reg),Auto,Petrol,Keighley ,3989,1.0,5,Euro 6,MPI SE ASG
Ford,B-MAX,2017.0,40,2017 (17 reg),Manual,Petrol,Sheffield ,5995,1.0,5,Euro 6,EcoBoost Titanium Navigator
Nissan,Note,2009.0,73,2009 (9 reg),Manual,Diesel,Wakefield ,2295,1.5,5,Euro 4,dCi Tekna
Nissan,Leaf,2017.0,43,2017 (17 reg),Auto,Electric,Doncaster ,5689,,5,,- 80kW Tekna 30kWh Auto
Volvo,V40,2014.0,95,2014 (64 reg),Manual,Diesel,Keighley ,3989,2.0,5,Euro 5 (s/s),D3 SE Nav
Volkswagen,Polo,2017.0,112,2017 (67 reg),Manual,Diesel,keighley ,4995,1.4,5,Euro 6 (s/s),TDI Match Edition
Nissan,Qashqai,2015.0,105,2015 (65 reg),Manual,Petrol,Bradford ,4750,1.2,5,euro6,DiG-T N-Tec+ petrol ULEZ
Kia,Sportage,2014.0,137,2014 (64 reg),Manual,Diesel,Sheffield ,2995,2.0,5,,CRDi KX-3 [Sat Nav]
Mazda,CX-5,2013.0,104,2013 (63 reg),Manual,Diesel,Oldham ,4490,2.2,5,Euro 6 (s/s),SKYACTIV-D Sport Nav
Porsche,Boxster,2001.0,115,2001 (Y),Manual,Petrol,Bradford ,4599,2.7,2,,- 2001 CONVERTIBLE RECENT MAJOR SERVICE 113000 MILES
Vauxhall,Mokka,2016.0,162,2016 (16 reg),Manual,Diesel,Bradford ,2950,1.6,5,,CDTi Exclusiv
Audi,Q3,2013.0,91,2013 (13 reg),Auto,Diesel,Sheffield ,8995,2.0,5,Euro 5 (s/s),TDI S line SUV Diesel S Tronic quattro (177 ps)
Citroen,C3 Picasso,2013.0,92,2013 (63 reg),Manual,Diesel,Castleford ,2790,1.6,5,Euro 5,- L VTR+ HDi MPV Diesel Manual (91 bhp)
MINI,Hatch,2009.0,110,2009 (59 reg),Manual,Petrol,Wakefield ,2445,1.6,3,Euro 5,Cooper S
Vauxhall,Mokka X,2017.0,44,2017 (17 reg),Manual,Petrol,Halifax ,4399,1.6,5,Euro 6 (s/s),i Active
Skoda,Fabia,2017.0,62,2017 (17 reg),Manual,Diesel,Leeds ,6785,1.4,5,,- TDI S [STUNNING EXAMPLE]
Audi,RS3,2019.0,76,2019 (19 reg),Auto,Petrol,Harrogate ,29489,2.5,5,Euro 6 (s/s),TFSI Audi Sport Edition Sportback S Tronic quattro
Subaru,Outback,2022.0,15,2022 (22 reg),Auto,Petrol,Oldham ,25949,2.5,5,Euro 6 (s/s),i Touring Estate Petrol Lineartronic 4WD (169 ps)
Land Rover,Range Rover Evoque,2011.0,64,2011 (61 reg),Auto,Diesel,Manchester ,7991,2.2,5,,SD4 Prestige Auto [Lux Pack]
Vauxhall,Astra,2015.0,128,2015 (65 reg),Manual,Diesel,Keighley ,2989,1.6,5,,CDTi ecoFLEX 94g Design (s/s)
Ford,Focus,2009.0,96,2009 (58 reg),Manual,Petrol,Sheffield ,1495,1.8,5,,Zetec
Fiat,Punto,2004.0,47,2004 (54 reg),Manual,Petrol,Sheffield ,995,1.2,3,,Active
Audi,A3,2003.0,136,2003 (53 reg),Manual,Petrol,Leeds ,3995,3.2,3,,Sport quattro
Volkswagen,Golf,2013.0,172,2013 (63 reg),Manual,Diesel,Keighley West ,2489,1.6,5,,TDI 105 S
Mercedes-Benz,SL,2015.0,94,2015 (65 reg),Auto,Petrol,Leeds ,16995,,2,,- SL 400 AMG Sport Auto
Citroen,C1,2012.0,90,2012 (62 reg),Manual,Petrol,Leeds ,1995,1.0,3,Euro 5,i VTR
Land Rover,Range Rover Evoque,2011.0,92,2011 (61 reg),Auto,Diesel,Sheffield ,8295,2.2,5,,(L) - SD4 Prestige Auto
Vauxhall,Zafira,2016.0,144,2016 (66 reg),Manual,Diesel,Keighley ,2695,1.6,5,,CDTi Design
Audi,Q5,2014.0,74,2014 (63 reg),Auto,Diesel,Bradford ,13895,3.0,5,Euro 5,TDI V6 S line Special Edition S Tronic quattro
Mercedes-Benz,S-Class,2009.0,126,2009 (59 reg),Auto,Diesel,Leeds ,4995,,4,,S320 CDi Auto
Ford,Fiesta,2018.0,83,2018 (18 reg),Manual,Petrol,Leeds ,5240,1.0,5,Euro 6 (s/s),EcoBoost Titanium
Audi,RS4,2006.0,94,2006 (55 reg),Manual,Petrol,Leeds ,14690,4.2,4,,- RS4 QUATTRO SALOON (MANUAL) + RARE APPRECIATING CLASSIC +
Audi,A3,2015.0,164,2015 (15 reg),Manual,Diesel,Bradford ,3950,1.6,5,,TDI 110 SE Technik
Porsche,Cayenne,2015.0,132,2015 (15 reg),Auto,Diesel,Keighley ,12989,4.2,5,Euro 5 (s/s),TD V8 S TiptronicS 4WD
BMW,X4,2019.0,115,2019 (19 reg),Auto,Diesel,Keighley ,20989,3.0,5,Euro 6 (s/s),M40d Auto xDrive
Toyota,Carina II,1991.0,120,1991 (H),Manual,Petrol,Bradford ,3999,1.6,5,,(H) - GL
Ssangyong,Korando,2015.0,47,2015 (15 reg),Manual,Diesel,Keighley ,4489,2.0,5,Euro 5,D LE
Ford,Kuga,2015.0,44,2015 (15 reg),Auto,Diesel,Rotherham ,7990,2.0,5,,(J) - TDCi 180 Titanium Powershift
Honda,Jazz,2018.0,74,2018 (68 reg),Auto,Petrol,Keighley West ,7489,1.5,5,,i-VTEC Sport CVT
Mercedes-Benz,CLS,2008.0,97,2008 (58 reg),Auto,Petrol,Keighley ,11989,6.2,4,,CLS63 AMG Coupe 7G-Tronic
Volvo,V70,2014.0,72,2014 (64 reg),Auto,Petrol,Rochdale ,11999,2.0,5,,T5 Se Lux Automatic Estate
Ford,Focus,,67,2013 (62 reg),Manual,Diesel,Ossett ,3495,,5,,TDCi 115 Titanium Navigator
Vauxhall,Astra,2011.0,64,2011 (11 reg),Manual,Petrol,Sheffield ,2795,1.6,5,,i 16V Exclusiv
Land Rover,Range Rover Sport,2017.0,96,2017 (67 reg),Auto,Diesel,Sheffield ,16495,3.0,5,,SDV6 [306] HSE Auto
Kia,Sportage,2014.0,101,2014 (14 reg),Manual,Diesel,Leeds ,5990,1.7,5,,CRDi ISG 3 6 SPEED MANUAL + 12 MONTHS MOT JUST ADDED +
Peugeot,5008,2015.0,220,2015 (15 reg),Manual,Diesel,Bradford ,1950,1.6,5,,HDi Access
Nissan,Leaf,2017.0,116,2017 (17 reg),Auto,Electric,Keighley ,3489,,5,,30kWh Tekna Auto
Vauxhall,Agila,2009.0,92,2009 (58 reg),Manual,Petrol,Bradford ,995,1.2,5,,16V Club
Kia,Picanto,2012.0,47,2012 (12 reg),Manual,Petrol,Wakefield ,4095,1.0,5,Euro 5,- 2
Land Rover,Range Rover Velar,2018.0,37,2018 (68 reg),Auto,Diesel,Wakefield ,21995,2.0,5,Euro 6 (s/s),D180 R-Dynamic HSE Auto 4WD
Audi,A6 Saloon,2023.0,15,2023 (23 reg),Auto,Diesel,Wakefield ,35989,,5,,40 TDI Quattro Black Edition S Tronic [Tech]
Nissan,Note,2009.0,135,2009 (59 reg),Manual,Petrol,"Oldham, Chadderton ",995,1.4,5,Euro 4,16V Acenta
Ford,C-Max,2014.0,66,2014 (64 reg),Manual,Petrol,Keighley ,3789,1.0,5,Euro 5 (s/s),EcoBoost Zetec
Dacia,Duster,2014.0,112,2014 (64 reg),Manual,Diesel,Bradford ,2399,1.5,5,,dCi 110 Laureate 4X4
Vauxhall,Insignia,2019.0,145,2019 (19 reg),Manual,Diesel,Rotherham ,2395,1.6,5,,Turbo D ecoTec Design
BMW,X5,2011.0,93,2011 (61 reg),Auto,Diesel,Keighley ,7989,3.0,5,Euro 5,30d M Sport Steptronic xDrive
Fiat,500,2017.0,50,2017 (17 reg),Manual,Petrol,Sheffield ,6495,1.2,3,,- Pop Star
Nissan,Juke,2015.0,150,2015 (64 reg),Manual,Diesel,Keighley ,2489,1.5,5,,dCi 8v Visia (s/s)
Nissan,Leaf,2019.0,113,2019 (69 reg),Auto,Electric,Bradford ,6450,,5,,110kW Acenta 40kWh Auto
Toyota,Picnic,1999.0,108,1999 (S),Auto,Petrol,Bradford ,1999,2.0,5,,(S) - GX Auto
Vauxhall,Zafira,2014.0,198,2014 (64 reg),Manual,Diesel,Bradford ,1950,1.6,5,,CDTi ecoFLEX Exclusiv
Jaguar,XK8,2002.0,70,2002 (2 reg),Auto,Petrol,Keighley ,7989,4.0,2,,
Skoda,Octavia,2020.0,190,2020 (70 reg),Manual,Diesel,Keighley West ,4789,1.6,5,,TDI CR SE Drive
Ford,S-Max,2016.0,120,2016 (66 reg),Auto,Diesel,Leeds ,10990,2.0,5,,TDCi 180 TITANIUM SPORT Powershift AWD + LEARTHER + PAN ROOF +
Land Rover,Range Rover Evoque,2019.0,38,2019 (69 reg),Auto,Petrol,York ,18199,2.0,5,Euro 6 (s/s),P250 MHEV S SUV Petrol Auto 4WD (249 ps)
Toyota,AYGO,2017.0,96,2017 (17 reg),Manual,Petrol,Wakefield ,4395,1.0,5,Euro 6,VVT-i x-play
MINI,Clubman,2007.0,78,2007 (57 reg),Manual,Petrol,Wakefield ,1495,1.6,5,Euro 4,Cooper
Fiat,500C,2010.0,72,2010 (10 reg),Manual,Petrol,Wakefield ,3490,1.2,2,,- Lounge ## FSH - RECENT TIMING BELT - STUNNING CAR ##
Vauxhall,Mokka,2016.0,99,2016 (65 reg),Auto,Diesel,Leeds ,6690,1.6,5,,CDTi SE AUTOMATIC + LIMITED EDITION +
Audi,TT,2011.0,146,2011 (11 reg),Manual,Petrol,Rotherham ,3795,2.0,2,,FSI Sport [2011]
Ford,Ka,2013.0,125,2013 (63 reg),Manual,Petrol,Bradford ,1500,1.2,3,,Edge [Start Stop]
Audi,Q2,2017.0,111,2017 (66 reg),Auto,Diesel,Huddersfield ,9000,2.0,5,Euro 6,TDI Quattro S Line S Tronic / Ara Blue / .
Audi,A5,2008.0,127,2008 (58 reg),Manual,Petrol,Bradford ,2999,1.8,2,,(V) - 2008 FSI Sport COUPE BLACK FULL LEATHER
Land Rover,Discovery Sport,2016.0,71,2016 (66 reg),Auto,Diesel,Bradford ,8000,2.0,5,,TD4 180 SE Tech Auto RED
Toyota,AYGO,2013.0,101,2013 (13 reg),Auto,Petrol,Featherstone ,5995,1.0,5,,VVT-i Fire [AC] MMT
Audi,TT,2006.0,86,2006 (56 reg),Manual,Petrol,Bradford ,3999,3.2,2,,2006 V6 Quattro FULL LEATHER SERVICE HISTORY
Nissan,Leaf,2018.0,152,2018 (18 reg),Auto,Electric,Bradford ,4950,,5,,110kW Acenta 40kWh Auto
Nissan,X-Trail,2019.0,143,2019 (69 reg),Auto,Diesel,Keighley ,9489,1.7,5,Euro 6 (s/s),dCi Tekna CVT
Ford,Mondeo,2016.0,151,2016 (16 reg),Manual,Diesel,Bradford ,2250,2.0,5,,TDCi ECOnetic Zetec **SPARE and REPAIRS coolent issue**
Volkswagen,Bora,2003.0,53,2003 (53 reg),Auto,Petrol,Sheffield ,2595,1.6,4,,- SE Auto
Renault,Captur,2016.0,52,2016 (16 reg),Manual,Petrol,Scunthorpe ,6295,0.9,5,,- TCE 90 Dynamique Nav 2016 PRIVATE PLATE INCLUDED
Ford,C-Max,2010.0,114,2010 (10 reg),Manual,Petrol,Bradford ,2290,1.8,5,,16v Zetec
Lexus,LS,2011.0,84,2011 (60 reg),Auto,Hybrid,Keighley ,12989,5.0,4,Euro 5 (s/s),600h V8 L RSR CVT 4WD
Mercedes-Benz,CL,2007.0,60,2007 (7 reg),Auto,Petrol,Rochdale ,23995,6.2,2,,"(BL) - CL63 AMG Coupe Petrol 7G-Tronic (355 g/km, 525 bhp)"
Mazda,323,,61,1994 (L),Auto,Petrol,"Bradford, Clayton ",5995,,5,,-
Audi,A6 Saloon,2016.0,98,2016 (16 reg),Manual,Diesel,Leeds ,8995,2.0,4,,- TDI Ultra S Line
Renault,Clio,2018.0,87,2018 (68 reg),Manual,Diesel,Cottingley ,5495,,5,,- dCi Iconic
Mercedes-Benz,S-Class,1993.0,88,1993 (L),Auto,Petrol,Castleford ,14990,,2,,- SL500 Auto -OWNED BY US FOR LAST 15 YEARS-
Mercedes-Benz,A-Class,2016.0,35,2016 (16 reg),Auto,Diesel,"Leeds, Morley, Gildersome ",13245,2.1,5,Euro 6 (s/s),A200d Sport (Premium) 7G-DCT
Citroen,C4 Grand Picasso,2016.0,85,2016 (66 reg),Manual,Diesel,Leeds ,7295,1.6,5,Euro 6 (s/s),BlueHDi Feel
Subaru,WRX STI,2011.0,39,2011 (61 reg),Manual,Petrol,Rotherham ,17995,2.5,4,Euro 5,- Type UK 4WD
Audi,A1,2016.0,172,2016 (16 reg),Manual,Diesel,Bradford ,3650,1.6,3,,TDI Sport
Mercedes-Benz,C-Class,2015.0,49,2015 (65 reg),Auto,Petrol,"Leeds, Morley, Gildersome ",30990,4.0,4,Euro 6 (s/s),C63 V8 BiTurbo AMG S (Premium) SpdS MCT
Mercedes-Benz,A-Class,2017.0,97,2017 (67 reg),Auto,Diesel,Keighley ,9489,2.1,5,Euro 6 (s/s),A200d WhiteArt (Premium Plus) 7G-DCT
Peugeot,108,2015.0,79,2015 (15 reg),Manual,Petrol,Wakefield ,2795,1.0,5,Euro 5,VTi Active
Audi,S3,2016.0,63,2016 (65 reg),Auto,Petrol,Bradford ,17490,2.0,5,Euro 6 (s/s),TFSI Sportback S Tronic quattro (Nav)
Honda,CR-V,2016.0,73,2016 (66 reg),Manual,Diesel,High Peak ,12250,1.6,5,,i-DTEC 160 EX
Toyota,Yaris,2015.0,69,2015 (65 reg),Auto,Petrol,Heckmondwike ,8445,1.3,5,Euro 5,3 Dual VVT-i Icon Multidrive S
Dacia,Sandero,2015.0,64,2015 (15 reg),Manual,Petrol,Dewsbury ,2295,0.9,5,,2015 DACIA SANDERO TCE AMBIANCE 64K MILEAGE £30 TAX - BARGAIN PRICE
Toyota,Vellfire,2010.0,96,2010 (10 reg),Auto,Petrol,Keighley West ,8989,2.4,5,,- Z Edition Auto 7 Seats
Audi,A3,2016.0,99,2016 (66 reg),Manual,Diesel,Keighley ,7989,1.6,5,Euro 6 (s/s),TDI S line Sportback
Mercedes-Benz,280,1985.0,99,1985 (B),Auto,Petrol,Goole ,17995,,2,,- SL280 Convertible
Vauxhall,Astra GTC,2014.0,72,2014 (64 reg),Auto,Diesel,Rochdale ,3995,2.0,3,,CDTi 16V SRi Auto
Mercedes-Benz,A-Class,2014.0,50,2014 (64 reg),Auto,Petrol,Harrogate ,16750,2.0,5,Euro 6 (s/s),A45 AMG SpdS DCT 4MATIC
Ford,Focus,2015.0,106,2015 (15 reg),Manual,Diesel,Leeds ,4695,1.6,5,Euro 5 (s/s),TDCi Titanium
Audi,A4,2019.0,65,2019 (69 reg),Auto,Petrol,Wakefield ,16795,,4,,- 35 TFSI Black Edition S Tronic
Jaguar,XKR,1999.0,56,1999 (T),Auto,Petrol,Keighley ,8989,4.0,2,,(T) - Supercharged
Toyota,Yaris,2011.0,80,2011 (11 reg),Manual,Petrol,Rotherham ,2595,1.3,5,,3 VVT-i T Spirit Nav [6]
Porsche,Cayenne,2015.0,113,2015 (15 reg),Auto,Hybrid,Bradford ,17999,,5,,S E-Hybrid Tiptronic S
Suzuki,Splash,2014.0,58,2014 (64 reg),Manual,Petrol,Wakefield ,3490,1.0,5,,- SZ2 ## LOW MILES - STUNNING CAR ##
Jeep,Wrangler,2019.0,39,2019 (69 reg),Auto,Diesel,Sheffield ,32980,2.2,4,,- Multijet Sahara Auto8
Mercedes-Benz,GLA,2015.0,111,2015 (15 reg),Auto,Diesel,Rochdale ,6990,2.1,5,Euro 6 (s/s),GLA200 CDI AMG Line 7G-DCT
Ford,Focus,2010.0,88,2010 (10 reg),Manual,Petrol,Bradford ,1999,1.8,5,,Zetec S
MINI,Coupe,2013.0,77,2013 (13 reg),Manual,Petrol,Castleford ,4490,1.6,3,,- Cooper -10 SERVICES-
Volvo,V40,2014.0,118,2014 (64 reg),Manual,Diesel,Sheffield ,4795,,5,,D2 R DESIGN
Jaguar,F-Type,2013.0,36,2013 (13 reg),Auto,Petrol,Keighley ,19989,3.0,2,Euro 5 (s/s),V6 S Auto
Land Rover,Range Rover Evoque,2020.0,99,2020 (20 reg),Auto,Diesel,Chesterfield ,17995,2.0,5,,D180 R-Dynamic HSE Auto
Nissan,X-Trail,2006.0,74,2006 (56 reg),Auto,Petrol,Keighley ,3695,2.5,5,,16v Aventura Auto
Land Rover,Range Rover Sport,,49,2015 (64 reg),Auto,Diesel,Huddersfield ,22495,3.0,5,Euro 5 (s/s),- SD V6 Autobiography Dynamic Auto 4WD
Ford,Ka,2014.0,79,2014 (63 reg),Manual,Petrol,Keighley ,2995,1.2,3,,Edge [Start Stop]
Citroen,C1,2017.0,67,2017 (67 reg),Manual,Petrol,Leeds ,4240,1.2,3,Euro 6,PureTech Feel
Renault,Megane,2013.0,95,2013 (13 reg),Manual,Diesel,Dalton Magna ,1395,1.5,5,,dCi Hatchback
Land Rover,Range Rover,2004.0,158,2004 (54 reg),Auto,Petrol,Leeds ,4995,4.4,5,,V8 Vogue
Mazda,Mazda2,2021.0,28,2021 (71 reg),Manual,Petrol,HALIFAX ,7290,1.5,5,Euro 6 (s/s),e-SKYACTIV G MHEV MHEV GT Sport
Jaguar,F-Pace,2023.0,25,2023 (23 reg),Auto,Diesel,Halifax ,29450,2.0,5,,D200 R-Dynamic Black Auto AWD
Citroen,C3,2010.0,71,2010 (10 reg),Manual,Diesel,Sheffield ,1250,1.4,5,,HDi VTR+
Skoda,Scala,2019.0,17,2019 (69 reg),Manual,Petrol,Leeds ,8995,1.0,5,Euro 6 (s/s),TSI SE
Renault,Clio,,101,2014 (63 reg),Manual,Petrol,Sheffield ,2889,0.9,5,Euro 5 (s/s),- TCe ECO Dynamique MediaNav
BMW,4 Series Gran Coupe,2018.0,146,2018 (68 reg),Auto,Diesel,Keighley ,8989,2.0,5,Euro 6 (s/s),420d M Sport Auto
Alfa Romeo,159,2010.0,85,2010 (10 reg),Manual,Diesel,Rochdale ,3495,2.0,5,,JTDM 16V Lusso
Land Rover,Discovery Sport,2019.0,113,2019 (69 reg),Auto,Diesel,Keighley ,13989,2.0,5,Euro 6 (s/s),D180 MHEV R-Dynamic S Auto 4WD (7 Seat)
Renault,Other,2024.0,925,2024 (74 reg),Auto,Hybrid,Leeds ,33980,,5,,E-Tech FHEV Techno Esprit Alpine Auto 4C
Land Rover,Range Rover Evoque,2017.0,73,2017 (66 reg),Auto,Diesel,Keighley ,13989,2.0,5,Euro 6 (s/s),TD4 Autobiography Auto 4WD
Vauxhall,Astra,2003.0,73,2003 (53 reg),Manual,Petrol,Leeds ,1095,1.6,5,,(J) - i Club
Mercedes-Benz,CL,2011.0,102,2011 (61 reg),Auto,Petrol,Goole ,10995,4.7,2,,- CL500 V8 BlueEfficiency
Mazda,Mazda2,2009.0,85,2009 (59 reg),Manual,Petrol,Rochdale ,1799,1.3,5,,Tamura
Ford,Fiesta,2013.0,66,2013 (13 reg),Manual,Petrol,Sheffield ,2795,1.0,5,,EcoBoost Zetec
Audi,Q5,2014.0,109,2014 (14 reg),Auto,Diesel,Manchester ,6995,2.0,5,,TDI Quattro S Line Plus Automatic Full History 2 keys
Volkswagen,up!,2025.0,52,2012 (61 reg),Auto,Petrol,oldham ,5099,1.0,5,Euro 5,Move up! ASG
Ford,Ka+,2018.0,58,2018 (18 reg),Manual,Petrol,Rotherham ,6000,1.2,5,,85 Zetec
BMW,2 Series,2016.0,125,2016 (16 reg),Auto,Petrol,Keighley ,9489,3.0,2,,M235i Auto (s/s)
Peugeot,208,,61,2013 (62 reg),Auto,Diesel,Oldham ,4995,1.4,5,Euro 5 (s/s),- e-HDi Access+ EGC
Hyundai,i10,2013.0,31,2013 (63 reg),Manual,Petrol,Wakefield ,3795,1.2,5,Euro 5,Classic
Hyundai,BAYON,2023.0,10,2023 (23 reg),Auto,Petrol,Mexborough ,11993,1.0,5,,TGDi 48V MHEV Premium DCT
BMW,X3,2016.0,72,2016 (65 reg),Auto,Diesel,Sheffield ,16995,3.0,5,Euro 6 (s/s),- 35d M Sport Auto xDrive
Land Rover,Defender 110,2011.0,150,2011 (11 reg),Manual,Diesel,Wakefield ,19990,,5,,- XS Utility Wagon TDCi
BMW,5 Series,2019.0,47,2019 (69 reg),Auto,Diesel,Halifax ,19750,5.2,4,,M Sport Auto
BMW,3 Series,2010.0,127,2010 (10 reg),Manual,Diesel,Rochdale ,2895,3.2,2,,M Sport
Vauxhall,Astra,2011.0,98,2011 (11 reg),Manual,Petrol,Barnsley ,1595,1.6,5,,i 16V Excite
Ford,Focus,2015.0,97,2015 (15 reg),Manual,Diesel,Dewsbury ,3300,1.5,5,,TDCi 120 Zetec
Vauxhall,Corsa,2016.0,56,2016 (16 reg),Manual,Petrol,Doncaster ,4790,1.4,5,,[75] ecoFLEX Energy [AC]
Porsche,911,,13,2019 (68 reg),Auto,Petrol,Sheffield ,85950,3.0,2,Euro 6 (s/s),- 992 Carrera 4S PDK 4WD
Nissan,Tiida,2010.0,105,2010 (10 reg),Manual,Petrol,Goole ,1095,1.6,4,,Nissan Note Tilda Saloon
Hyundai,Santa Fe,2017.0,89,2017 (17 reg),Auto,Diesel,DEWSBURY ,10999,2.2,5,,CRDi Blue Drive Premium Auto [7 Seats]
Fiat,Tipo,2016.0,110,2016 (66 reg),Manual,Diesel,Leeds ,3480,1.6,5,Euro 6 (s/s),MultiJetII Lounge
